KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,18/3/2024 3:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/3/2024,9:18:21,0,<None>,0.02,0.07,54309.3,3.381,-0.02,0,49803,94.9,94.5,6.06,205,4.906,32.8,50249.2,0.32,0.82,32662,5.93,0,1.174,8.22,-96.4,29.23,3.053,-14.64721,145.4537,5.7,0,12,758.1
20/3/2024,9:18:22,0,<None>,0.02,0.09,54279.6,2.238,0,0.01,49782,94.9,94.5,6.07,205.3,3.248,32.79,50227.3,0.31,0.78,32648,5.05,0,1.174,8.22,-96.4,29.224,2.542,-14.64721,145.4537,5.9,0,12,758.1
20/3/2024,9:18:23,0,<None>,0.02,0.08,54254.2,1.803,-0.01,0,49763.8,94.9,94.6,6.07,205.6,2.616,32.77,50208.4,0.27,0.67,32635,2,0,1.174,8.22,-96.4,29.219,2.053,-14.64721,145.4537,5.6,0,12,758
20/3/2024,9:18:24,0,<None>,0.02,0.07,54230.2,1.3,-0.05,-0.01,49746.1,95,94.6,6.07,205.9,1.886,32.76,50190,0.27,0.66,32624,1.07,0,1.174,8.22,-96.4,29.215,1.508,-14.64721,145.4537,5.7,0,12,758
20/3/2024,9:18:25,0,<None>,0.03,0.1,54214.8,0.966,-0.14,-0.04,49733.6,95,94.7,6.08,206.2,1.401,32.75,50177.2,0.23,0.56,32615,0.62,0,1.174,8.22,-96.4,29.213,1.052,-14.64721,145.4537,5.7,0,12,758
20/3/2024,9:18:26,0,<None>,0.03,0.1,54202.8,0.79,-0.25,-0.08,49722,95.1,94.7,6.08,206.6,1.147,32.74,50165.5,0.19,0.46,32608,0.55,0,1.174,8.22,-96.5,29.214,0.62,-14.64721,145.4537,5.6,0,12,757.9
20/3/2024,9:18:27,0,<None>,0.02,0.08,54197.4,0.572,-0.31,-0.1,49713.9,95.2,94.8,6.09,206.7,0.83,32.74,50157.8,0.16,0.37,32603,0.53,0,1.174,8.22,-96.5,29.217,0.337,-14.64721,145.4537,5.5,0,12,758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,0.04,0.15,54240.2,5.912,0.25,0.09,49736,94.6,94.3,6.05,196.9,8.58,32.75,50182,0.21,0.5,32618,5.99,0,1.174,NA,-96,29.234,5.848,-14.64627,145.453,6.8,0,12,758
,,,STANDARD DEVIATION:,0.03,0.12,220.8,3.724,0.73,0.24,214.9,0.3,0.3,0.02,8.6,5.405,0.16,215.1,0.09,0.26,140,5.74,0,0,0.01,0.5,0.039,3.665,0.00003,0.00002,1.3,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17E102873,17E102873,18C105282,23A104152,22L104463,22L104463,18C105282,22M100242,22M100242,22M100242,22J106095,23A104152,18C105282,18C105282,17E102873,17E102873,18C105282,23B100516,23B100516,22J100672,22J106095,22J106095,18C105282,23A104152,22F105968,22F105968,22F105968,22F105968,22F105968,22F105968
Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PE RFU,BGA PE ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
20/3/2024,9:19:11,0,<None>,0,0,53625.7,0.101,0.84,0.29,49061.9,94.6,94.2,6.05,177.4,0.147,32.26,49514.4,0.33,0.85,32184,14.77,0,1.174,8.19,-94.3,29.346,0.39,-14.64632,145.453,8.9,0,12,758
20/3/2024,9:19:12,0,<None>,0.01,0.04,53676.9,0.115,0.84,0.29,49122.2,94.5,94.1,6.05,178.1,0.166,32.31,49573.7,0.33,0.85,32223,15.14,0,1.174,8.19,-94.4,29.332,0.39,-14.64632,145.453,8.9,0,12,758
20/3/2024,9:19:13,0,<None>,0,0,53791.4,0.126,0.89,0.3,49235.3,94.4,94,6.04,178.7,0.182,32.39,49686.9,0.29,0.74,32296,16.87,0,1.174,8.19,-94.6,29.324,0.404,-14.64632,145.453,8.6,0,12,758
20/3/2024,9:19:14,0,<None>,-0.01,-0.03,53904.5,0.136,0.72,0.24,49346.6,94.3,94,6.03,179.3,0.198,32.47,49798.4,0.13,0.28,32369,17.84,0,1.174,8.19,-94.7,29.316,0.375,-14.64632,145.453,8.7,0,12,758.1
20/3/2024,9:19:15,0,<None>,-0.01,-0.03,53965.7,1.145,0.57,0.2,49409.5,94.3,93.9,6.03,179.9,1.661,32.52,49861.1,0.09,0.16,32410,17.78,0,1.174,8.2,-94.9,29.309,0.749,-14.64631,145.453,8.7,0,12,758
20/3/2024,9:19:16,0,<None>,-0.01,-0.03,54020.2,2.09,0.34,0.12,49470.4,94.2,93.8,6.02,180.5,3.033,32.56,49921.2,0.1,0.2,32449,17.57,0,1.174,8.2,-95,29.298,1.738,-14.64631,145.453,8.2,0,12,758
20/3/2024,9:19:17,0,<None>,0,-0.02,54059.8,2.57,0.03,0.02,49516.8,94.1,93.8,6.02,181,3.729,32.59,49966.9,0.1,0.18,32478,16.84,0,1.174,8.2,-95.4,29.287,2.326,-14.64631,145.453,8.2,0,12,757.9
20/3/2024,9:19:18,0,<None>,0,-0.01,54079.2,2.8,-0.11,-0.03,49546,94.1,93.7,6.02,181.6,4.063,32.62,49995.1,0.11,0.21,32497,16.08,0,1.174,8.21,-95.5,29.276,2.7,-14.6463,145.453,9.1,0,12,758
20/3/2024,9:19:19,0,<None>,0.01,0.05,54088.9,2.842,-0.23,-0.07,49564.7,94.1,93.8,6.02,182.2,4.123,32.63,50012.9,0.1,0.21,32508,14.45,0,1.174,8.21,-95.6,29.266,2.887,-14.6463,145.453,9,0,12,758
20/3/2024,9:19:20,0,<None>,0.02,0.07,54095.6,2.935,-0.27,-0.09,49581,94.2,93.8,6.02,182.7,4.259,32.64,50028.1,0.1,0.2,32518,13.36,0,1.174,8.21,-95.7,29.255,3.057,-14.6463,145.453,8.9,0,12,758
20/3/2024,9:19:21,0,<None>,0.03,0.1,54100,3.098,-0.32,-0.1,49594.6,94.2,93.9,6.03,183.1,4.495,32.65,50040.8,0.12,0.24,32526,11.86,0,1.174,8.21,-95.7,29.247,3.483,-14.6463,145.453,8.6,0,12,758.1
20/3/2024,9:19:22,0,<None>,0.02,0.08,54105.2,4.053,-0.34,-0.11,49608,94.3,93.9,6.03,192.9,5.882,32.66,50053.4,0.11,0.23,32535,10.29,0,1.174,8.21,-95.8,29.237,3.868,-14.6463,145.453,8.7,0,12,758
20/3/2024,9:19:23,0,<None>,0.01,0.04,54109.9,4.038,-0.33,-0.11,49621.7,94.4,94,6.04,193.5,5.859,32.67,50066.1,0.12,0.27,32543,8.85,0,1.174,8.21,-95.8,29.229,3.991,-14.6463,145.453,8.6,0,12,758
20/3/2024,9:19:24,0,<None>,0.01,0.05,54112.4,4.462,-0.32,-0.1,49632,94.5,94.1,6.05,194.3,6.475,32.68,50075.6,0.12,0.26,32549,7.49,0,1.174,8.21,-95.9,29.22,4.269,-14.64629,145.453,8.6,0,12,758
20/3/2024,9:19:25,0,<None>,0.01,0.05,54115.5,5.128,-0.29,-0.09,49641.1,94.6,94.2,6.05,194.8,7.441,32.68,50084.1,0.11,0.24,32555,6.02,0,1.174,8.21,-95.9,29.214,5.084,-14.64629,145.453,8.3,0,12,758
20/3/2024,9:19:26,0,<None>,0.02,0.07,54118.7,5.478,-0.25,-0.08,49650.9,94.7,94.3,6.06,195.2,7.949,32.69,50093.2,0.11,0.24,32561,4.61,0,1.174,8.21,-95.9,29.206,5.618,-14.64629,145.453,8.4,0,12,758.1
20/3/2024,9:19:27,0,<None>,0.02,0.09,54122.6,5.682,-0.22,-0.07,49661.7,94.8,94.4,6.07,195.6,8.245,32.7,50103.2,0.1,0.21,32567,3.09,0,1.174,8.22,-96,29.2,5.806,-14.64629,145.453,8.5,0,12,758
20/3/2024,9:19:28,0,<None>,0.03,0.11,54126,6.746,-0.19,-0.06,49670.2,94.9,94.5,6.07,195.9,9.789,32.7,50111.2,0.11,0.22,32572,1.6,0,1.174,8.22,-96,29.194,6.348,-14.64629,145.453,8.3,0,12,758
20/3/2024,9:19:29,0,<None>,0.03,0.12,54134.1,7.889,-0.16,-0.05,49679.5,95,94.6,6.08,196.3,11.448,32.71,50120.4,0.11,0.23,32578,0.51,0,1.174,8.22,-96,29.193,7.346,-14.64628,145.453,8.2,0,12,758.1
20/3/2024,9:19:30,0,<None>,0.02,0.09,54146.6,8.583,-0.13,-0.04,49691.1,95.1,94.7,6.08,196.6,12.456,32.72,50132,0.1,0.2,32586,0.49,0,1.174,8.22,-96.1,29.193,8.317,-14.64628,145.453,8.1,0,12,758
20/3/2024,9:19:31,0,<None>,0.03,0.1,54161.9,8.788,-0.12,-0.03,49704,95.1,94.7,6.08,197,12.753,32.73,50145.2,0.11,0.22,32594,0.45,0,1.174,8.22,-96.1,29.194,8.665,-14.64628,145.453,7.7,0,12,758
20/3/2024,9:19:32,0,<None>,0.03,0.1,54176.9,8.881,-0.11,-0.03,49716.7,95.1,94.7,6.08,197.3,12.887,32.74,50158.1,0.12,0.25,32603,0.44,0,1.174,8.22,-96.1,29.195,8.994,-14.64628,145.453,7.4,0,12,758
20/3/2024,9:19:33,0,<None>,0.03,0.1,54191.7,10.634,-0.11,-0.03,49728.5,95.1,94.7,6.08,197.6,15.432,32.74,50170.2,0.15,0.33,32611,0.44,0,1.174,8.22,-96.2,29.197,10.038,-14.64628,145.453,7.2,0,12,758
20/3/2024,9:19:34,0,<None>,0.03,0.13,54213.7,11.497,-0.08,-0.02,49745.8,95,94.6,6.08,197.9,16.684,32.76,50188.1,0.16,0.38,32622,0.47,0,1.174,8.22,-96.2,29.2,11.08,-14.64628,145.453,6.9,0,12,758
20/3/2024,9:19:35,0,<None>,0.05,0.18,54245.8,11.435,0.07,0.03,49770.5,95,94.6,6.07,198.2,16.595,32.78,50213.5,0.18,0.42,32639,1.36,0,1.174,8.22,-96.2,29.205,11.372,-14.64628,145.453,6.8,0,12,758
20/3/2024,9:19:36,0,<None>,0.07,0.26,54289.1,11.44,0.39,0.14,49803.7,94.9,94.5,6.07,198.5,16.603,32.8,50247.7,0.22,0.53,32661,2.02,0,1.174,8.22,-96.3,29.211,11.417,-14.64627,145.453,6.8,0,12,758.1
20/3/2024,9:19:37,0,<None>,0.08,0.3,54330.1,11.446,0.71,0.24,49834.9,94.9,94.5,6.06,198.7,16.61,32.82,50279.9,0.25,0.63,32682,2.67,0,1.174,8.22,-96.3,29.218,11.453,-14.64627,145.453,6.7,0,12,758
20/3/2024,9:19:38,0,<None>,0.09,0.34,54377.9,11.45,0.99,0.34,49871.7,94.8,94.4,6.06,198.9,16.617,32.85,50317.9,0.28,0.69,32707,3.54,0,1.174,8.22,-96.3,29.225,11.433,-14.64627,145.453,6.7,0,12,758
20/3/2024,9:19:39,0,<None>,0.1,0.38,54419.3,11.438,1.22,0.41,49903.9,94.7,94.3,6.05,199.1,16.6,32.88,50350.9,0.3,0.75,32728,5.38,0,1.174,8.22,-96.3,29.231,11.412,-14.64627,145.453,6.2,0,12,758.1
20/3/2024,9:19:40,0,<None>,0.1,0.4,54474.6,11.449,1.42,0.48,49947.1,94.7,94.3,6.05,199.4,16.617,32.91,50395.4,0.31,0.78,32757,8.82,0,1.174,8.22,-96.3,29.238,11.475,-14.64627,145.453,6,0,12,758
20/3/2024,9:19:41,0,<None>,0.1,0.4,54522.9,11.4,1.42,0.48,49984.3,94.6,94.2,6.04,199.6,16.546,32.94,50433.8,0.29,0.74,32782,9.17,0,1.174,8.22,-96.3,29.246,11.032,-14.64627,145.453,5.8,0,12,757.9
20/3/2024,9:19:42,0,<None>,0.11,0.42,54562.2,11.277,1.39,0.47,50013.6,94.6,94.2,6.04,199.8,16.367,32.96,50464.1,0.3,0.75,32802,9.26,0,1.174,8.22,-96.3,29.252,10.711,-14.64627,145.453,5.6,0,12,758.1
20/3/2024,9:19:43,0,<None>,0.1,0.4,54584.1,10.236,1.36,0.46,50029,94.5,94.2,6.04,199.9,14.857,32.97,50480.2,0.31,0.78,32812,9.3,0,1.174,8.22,-96.3,29.257,10.418,-14.64626,145.453,6,0,12,758
20/3/2024,9:19:44,0,<None>,0.1,0.38,54602,9.727,1.34,0.45,50041.5,94.5,94.1,6.03,200.1,14.118,32.98,50493.2,0.31,0.79,32821,9.33,0,1.174,8.22,-96.2,29.26,9.984,-14.64626,145.453,5.7,0,12,758
20/3/2024,9:19:45,0,<None>,0.09,0.37,54613.2,9.486,1.29,0.44,50049.4,94.5,94.1,6.03,200.3,13.768,32.99,50501.4,0.33,0.84,32826,9.34,0,1.174,8.22,-96.2,29.263,9.674,-14.64626,145.453,5.6,0,12,758
20/3/2024,9:19:46,0,<None>,0.08,0.3,54616.5,9.322,1.26,0.43,50051.3,94.5,94.1,6.03,200.5,13.529,32.99,50503.5,0.35,0.88,32827,9.35,0,1.174,8.22,-96.2,29.264,9.295,-14.64626,145.453,5.6,0,12,758
20/3/2024,9:19:47,0,<None>,0.05,0.21,54613.7,9.124,1.23,0.42,50048.7,94.5,94.1,6.03,200.6,13.242,32.99,50500.9,0.35,0.89,32826,9.35,0,1.174,8.22,-96.2,29.264,8.885,-14.64626,145.453,5.6,0,12,758
20/3/2024,9:19:48,0,<None>,0.05,0.18,54593.9,8.897,1.2,0.41,50033.5,94.5,94.1,6.03,200.9,12.912,32.97,50485.2,0.34,0.87,32815,9.35,0,1.174,8.22,-96.2,29.261,8.619,-14.64626,145.453,5.6,0,12,758
20/3/2024,9:19:49,0,<None>,0.04,0.15,54568.7,8.726,1.17,0.39,50014.4,94.5,94.1,6.03,201.3,12.665,32.96,50465.5,0.34,0.88,32803,9.03,0,1.174,8.22,-96.2,29.256,8.296,-14.64626,145.453,5.6,0,12,758
20/3/2024,9:19:50,0,<None>,0.03,0.12,54535.9,7.709,1.13,0.38,49990.1,94.5,94.1,6.04,201.7,11.189,32.94,50440.3,0.36,0.91,32786,7.43,0,1.174,8.22,-96.2,29.251,7.906,-14.64626,145.453,5.6,0,12,758
20/3/2024,9:19:51,0,<None>,0.03,0.11,54498.9,7.464,1.11,0.38,49962,94.5,94.1,6.04,202,10.833,32.92,50411.3,0.35,0.89,32767,6.74,0,1.174,8.22,-96.2,29.245,7.598,-14.64626,145.453,5.6,0,12,758
20/3/2024,9:19:52,0,<None>,0.03,0.13,54466.1,7.213,1.1,0.37,49937.3,94.5,94.2,6.04,202.3,10.469,32.9,50385.7,0.33,0.84,32751,5.67,0,1.174,8.22,-96.2,29.239,7.322,-14.64626,145.453,5.4,0,12,758
20/3/2024,9:19:53,0,<None>,0.03,0.1,54419,7.137,1.09,0.37,49901.4,94.5,94.2,6.04,202.6,10.357,32.87,50348.7,0.33,0.85,32727,5.27,0,1.174,8.22,-96.2,29.233,7.16,-14.64625,145.453,5.3,0,12,758
20/3/2024,9:19:54,0,<None>,0.03,0.13,54375.8,6.931,0.98,0.33,49868.4,94.5,94.2,6.04,202.9,10.059,32.85,50314.7,0.32,0.8,32705,1.63,0,1.174,8.22,-96.2,29.225,6.745,-14.64625,145.453,6,0,12,758
20/3/2024,9:19:55,0,<None>,0.03,0.12,54336.9,6.687,0.56,0.19,49839.3,94.6,94.2,6.04,203.2,9.705,32.83,50284.6,0.29,0.74,32685,0.76,0,1.174,8.22,-96.2,29.219,6.365,-14.64625,145.453,5.6,0,12,758
20/3/2024,9:19:56,0,<None>,0.03,0.12,54311.5,6.447,0.28,0.1,49820.6,94.6,94.2,6.05,203.5,9.356,32.81,50265.2,0.27,0.66,32672,0.56,0,1.174,8.22,-96.2,29.214,5.973,-14.64625,145.453,5.7,0,12,758
20/3/2024,9:19:57,0,<None>,0.03,0.13,54287.5,5.332,-0.1,-0.03,49802.5,94.6,94.2,6.05,203.7,7.738,32.8,50246.5,0.24,0.59,32660,0.51,0,1.174,8.22,-96.2,29.211,5.572,-14.64625,145.453,5.8,0,12,758
20/3/2024,9:19:58,0,<None>,0.04,0.14,54269.9,4.983,-0.39,-0.12,49788.5,94.6,94.2,6.05,203.9,7.232,32.79,50232.2,0.24,0.58,32651,0.49,0,1.174,8.22,-96.2,29.208,5.17,-14.64625,145.453,5.7,0,12,758
20/3/2024,9:19:59,0,<None>,0.03,0.13,54254,4.575,-0.6,-0.19,49775.5,94.6,94.2,6.05,204.2,6.64,32.78,50218.9,0.22,0.53,32642,0.47,0,1.174,8.22,-96.2,29.207,4.717,-14.64625,145.453,5.6,0,12,758
20/3/2024,9:20:00,0,<None>,0.03,0.11,54241.7,4.444,-0.64,-0.21,49765.7,94.6,94.2,6.05,204.4,6.449,32.77,50208.8,0.2,0.48,32636,0.46,0,1.174,8.22,-96.2,29.205,4.407,-14.64625,145.453,5.5,0,12,758
20/3/2024,9:20:01,0,<None>,0.03,0.11,54228.4,4.253,-0.66,-0.21,49755,94.6,94.2,6.05,204.7,6.172,32.77,50197.8,0.19,0.46,32629,0.46,0,1.174,8.22,-96.2,29.204,4.011,-14.64624,145.453,5.5,0,12,758.1
20/3/2024,9:20:02,0,<None>,0.04,0.15,54217.1,4.01,-0.67,-0.22,49746.1,94.6,94.2,6.05,204.9,5.819,32.76,50188.7,0.19,0.46,32623,0.46,0,1.174,8.22,-96.2,29.202,3.585,-14.64624,145.453,5.7,0,12,758.1
20/3/2024,9:20:03,0,<None>,0.04,0.14,54203.9,2.721,-0.67,-0.22,49735.5,94.7,94.3,6.05,205.1,3.949,32.75,50177.8,0.19,0.45,32616,0.45,0,1.174,8.22,-96.2,29.201,2.972,-14.64624,145.453,5.9,0,12,758
20/3/2024,9:20:04,0,<None>,0.05,0.18,54192.6,2.192,-0.66,-0.21,49726.4,94.7,94.3,6.06,205.4,3.181,32.75,50168.5,0.19,0.44,32610,0.45,0,1.174,8.22,-96.2,29.199,2.456,-14.64624,145.453,5.9,0,12,758
20/3/2024,9:20:05,0,<None>,0.04,0.14,54179.2,1.754,-0.66,-0.21,49715.4,94.8,94.4,6.06,205.6,2.545,32.74,50157.2,0.18,0.41,32602,0.46,0,1.174,8.22,-96.2,29.198,2.024,-14.64624,145.453,5.8,0,12,758
20/3/2024,9:20:06,0,<None>,0.03,0.13,54167.8,1.637,-0.67,-0.22,49706,94.8,94.5,6.07,205.8,2.376,32.73,50147.6,0.16,0.38,32596,0.46,0,1.174,8.22,-96.3,29.197,1.55,-14.64624,145.453,5.6,0,12,758
20/3/2024,9:20:07,0,<None>,0.04,0.15,54155.1,1.295,-0.66,-0.22,49695.5,94.9,94.5,6.07,206,1.879,32.72,50136.9,0.15,0.35,32589,0.45,0,1.174,8.22,-96.3,29.196,0.997,-14.64624,145.453,5.6,0,12,758
20/3/2024,9:20:08,0,<None>,0.05,0.17,54145.8,1.015,-0.65,-0.21,49687.1,95,94.7,6.08,206.2,1.473,32.72,50128.4,0.14,0.3,32583,0.45,0,1.174,8.22,-96.3,29.196,0.581,-14.64624,145.453,5.7,0,12,758
20/3/2024,9:20:09,0,<None>,0.05,0.2,54138.5,0.132,-0.64,-0.21,49678.7,95.1,94.7,6.09,206.4,0.192,32.71,50120.1,0.1,0.21,32578,0.46,0,1.174,8.22,-96.3,29.198,0.246,-14.64623,145.453,5.8,0,12,758
20/3/2024,9:20:10,0,<None>,0.04,0.17,54128.6,0.13,-0.62,-0.2,49664.1,95.3,94.9,6.09,206.6,0.188,32.7,50106,0.09,0.17,32569,0.47,0,1.174,8.22,-96.2,29.203,0.139,-14.64623,145.4529,5.8,0,12,758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,0.2,0.77,55831.4,13.939,0.51,0.18,51058.5,92.4,92,5.86,203.2,20.248,33.74,51531.8,0.66,1.77,33496,80.46,0,1.174,NA,-95.6,29.368,13.96,-14.6449,145.4517,4,0,12,758
,,,STANDARD DEVIATION:,0.26,1.06,990.1,7.884,1.48,0.49,910.7,3.6,3.6,0.25,7.5,11.455,0.67,918.5,1.19,3.32,597,284.03,0,0,0.01,0.7,0.006,7.9,0.00006,0.00004,2.3,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17E102873,17E102873,18C105282,23A104152,22L104463,22L104463,18C105282,22M100242,22M100242,22M100242,22J106095,23A104152,18C105282,18C105282,17E102873,17E102873,18C105282,23B100516,23B100516,22J100672,22J106095,22J106095,18C105282,23A104152,22F105968,22F105968,22F105968,22F105968,22F105968,22F105968
Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PE RFU,BGA PE ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
20/3/2024,9:21:23,0,<None>,0.03,0.11,54382.4,0.499,-0.5,-0.16,49721.7,98.6,98.2,6.29,182.5,0.724,32.75,50184,0.14,0.31,32620,0.38,0,1.174,8.23,-96.7,29.38,0.431,-14.64503,145.4516,7.8,0,12,758
20/3/2024,9:21:24,0,<None>,0.03,0.12,54372.1,0.279,-0.51,-0.16,49713.6,98.6,98.2,6.29,182.9,0.405,32.75,50175.6,0.14,0.3,32614,0.39,0,1.174,8.23,-96.8,29.379,0.15,-14.64503,145.4516,7.6,0,12,758
20/3/2024,9:21:25,0,<None>,0.03,0.12,54359.9,0.183,-0.51,-0.16,49704.2,98.6,98.2,6.29,183.2,0.266,32.74,50166,0.13,0.27,32608,0.38,0,1.174,8.23,-96.8,29.377,0.13,-14.64503,145.4516,7.6,0,12,758
20/3/2024,9:21:26,0,<None>,0.03,0.12,54345.1,0.144,-0.52,-0.17,49692.8,98.7,98.3,6.29,183.5,0.209,32.73,50154.2,0.13,0.28,32600,0.37,0,1.174,8.23,-96.8,29.375,0.104,-14.64503,145.4516,7.8,0,12,758
20/3/2024,9:21:27,0,<None>,0.03,0.11,54330.1,0.141,-0.5,-0.16,49680.9,98.7,98.3,6.3,183.8,0.204,32.72,50142,0.13,0.27,32592,0.38,0,1.174,8.23,-96.8,29.373,0.16,-14.64502,145.4516,7.8,0,12,758
20/3/2024,9:21:28,0,<None>,0.03,0.11,54317.1,0.197,-0.51,-0.16,49671,98.7,98.3,6.3,184.1,0.286,32.71,50131.8,0.12,0.26,32586,0.39,0,1.174,8.23,-96.8,29.371,0.633,-14.64502,145.4516,7.7,0,12,758
20/3/2024,9:21:29,0,<None>,0.03,0.11,54312.3,2.003,-0.52,-0.17,49668,98.7,98.3,6.3,184.6,2.907,32.71,50128.6,0.12,0.25,32584,0.39,0,1.174,8.23,-96.8,29.37,1.474,-14.64502,145.4516,7.7,0,12,758
20/3/2024,9:21:30,0,<None>,0.03,0.13,54310.2,3.016,-0.52,-0.17,49666.9,98.7,98.3,6.3,185.3,4.376,32.71,50127.4,0.11,0.23,32583,0.41,0,1.174,8.23,-96.8,29.369,2.501,-14.64502,145.4516,7.8,0,12,758
20/3/2024,9:21:31,0,<None>,0.03,0.11,54309.2,4.469,-0.52,-0.17,49666.4,98.8,98.3,6.3,186.1,6.484,32.71,50126.9,0.12,0.26,32582,0.41,0,1.174,8.23,-96.8,29.368,3.82,-14.64501,145.4516,7.8,0,12,758
20/3/2024,9:21:32,0,<None>,0.03,0.1,54309.5,5.61,-0.51,-0.17,49667,98.7,98.3,6.3,186.7,8.141,32.71,50127.4,0.11,0.23,32583,0.41,0,1.174,8.23,-96.8,29.368,5.05,-14.64501,145.4516,7.9,0,12,758
20/3/2024,9:21:33,0,<None>,0.03,0.1,54311.3,5.731,-0.52,-0.17,49668.3,98.7,98.3,6.3,187.3,8.317,32.71,50128.8,0.12,0.26,32584,0.41,0,1.174,8.23,-96.8,29.368,5.523,-14.64501,145.4516,7.6,0,12,758
20/3/2024,9:21:34,0,<None>,0.02,0.07,54315.6,6.805,-0.53,-0.17,49672.1,98.7,98.3,6.3,187.9,9.874,32.71,50132.6,0.11,0.22,32586,0.39,0,1.174,8.23,-96.8,29.369,6.375,-14.645,145.4516,7.6,0,12,758
20/3/2024,9:21:35,0,<None>,0.02,0.08,54323.3,7.426,-0.54,-0.17,49678.5,98.7,98.3,6.3,188.7,10.776,32.72,50139.1,0.11,0.21,32590,0.39,0,1.174,8.23,-96.8,29.369,7.39,-14.645,145.4516,7.8,0,12,758
20/3/2024,9:21:36,0,<None>,0.02,0.06,54337.9,9.72,-0.54,-0.17,49690.1,98.6,98.2,6.29,189.3,14.104,32.72,50151.1,0.12,0.25,32598,0.4,0,1.174,8.23,-96.8,29.371,8.87,-14.645,145.4516,7.9,0,12,757.9
20/3/2024,9:21:37,0,<None>,0.02,0.08,54357,11.287,-0.55,-0.18,49705.6,98.5,98.1,6.29,189.9,16.379,32.74,50167,0.13,0.29,32609,0.4,0,1.174,8.23,-96.8,29.373,10.488,-14.645,145.4516,8,0,12,758
20/3/2024,9:21:38,0,<None>,0.02,0.08,54386.2,12.456,-0.55,-0.18,49729.5,98.4,98,6.28,190.4,18.075,32.75,50191.4,0.15,0.34,32624,0.4,0,1.174,8.23,-96.8,29.376,11.814,-14.64499,145.4516,8.1,0,12,758
20/3/2024,9:21:39,0,<None>,0.03,0.11,54430.7,14.172,-0.54,-0.17,49768.1,98.3,97.9,6.27,191,20.566,32.78,50230.6,0.15,0.34,32650,0.41,0,1.174,8.23,-96.8,29.378,13.399,-14.64499,145.4517,8.1,0,12,758
20/3/2024,9:21:40,0,<None>,0.03,0.1,54516.3,15.42,-0.56,-0.18,49844.9,98.2,97.8,6.26,191.6,22.377,32.84,50308.2,0.14,0.31,32700,0.44,0,1.174,8.23,-96.7,29.38,14.789,-14.64499,145.4517,8.2,0,12,758
20/3/2024,9:21:41,0,<None>,0.03,0.09,54672.7,15.758,-0.57,-0.18,49986.8,98,97.6,6.24,192.2,22.87,32.94,50451.6,0.14,0.31,32794,0.45,0,1.174,8.23,-96.7,29.38,15.489,-14.64498,145.4516,7.9,0,12,758.1
20/3/2024,9:21:42,0,<None>,0.03,0.13,54819.9,15.986,-0.58,-0.19,50121.2,94.7,94.3,6.03,192.8,23.201,33.04,50587.3,0.13,0.28,32882,0.46,0,1.174,8.23,-96.6,29.381,15.877,-14.64498,145.4516,7.3,0,12,758.2
20/3/2024,9:21:43,0,<None>,0.04,0.14,54992.7,15.994,-0.58,-0.19,50279.3,93.9,93.5,5.98,193.4,23.215,33.16,50746.8,0.13,0.28,32985,0.47,0,1.174,8.22,-96.5,29.381,15.997,-14.64498,145.4517,7,0,12,758.1
20/3/2024,9:21:44,0,<None>,0.04,0.16,55149.7,16.066,-0.59,-0.19,50423.4,93.5,93.1,5.95,194,23.322,33.27,50892.2,0.13,0.28,33080,0.48,0,1.174,8.22,-96.4,29.38,16.261,-14.64498,145.4517,6.6,0,12,758.1
