KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,18/3/2024 3:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/3/2024,9:28:44,0,<None>,0.2,0.8,56687.9,24.68,-0.4,-0.13,51859.3,88.6,88.2,5.6,201.1,35.856,34.33,52338,0.54,1.44,34020,7.19,0,1.174,8.2,-95,29.351,24.777,-14.64016,145.4481,4.9,0,12,757.9
20/3/2024,9:28:45,0,<None>,0.15,0.6,56687.5,24.194,-0.38,-0.12,51859,88.5,88.1,5.6,201.3,35.15,34.33,52337.8,0.54,1.43,34020,7.17,0,1.174,8.2,-94.9,29.351,23.884,-14.64016,145.4481,5,0,12,757.9
20/3/2024,9:28:46,0,<None>,0.08,0.33,56686.6,23.115,-0.38,-0.12,51858.1,88.4,88.1,5.59,201.6,33.582,34.33,52336.9,0.54,1.44,34019,7.06,0,1.174,8.2,-94.9,29.351,23.391,-14.64016,145.4481,4.9,0,12,757.8
20/3/2024,9:28:47,0,<None>,0.06,0.25,56685.1,22.414,-0.38,-0.12,51856.4,88.4,88,5.59,201.9,32.564,34.33,52335.2,0.56,1.48,34018,6.9,0,1.174,8.2,-94.9,29.352,22.762,-14.64016,145.4481,4.8,0,12,757.9
20/3/2024,9:28:48,0,<None>,0.06,0.23,56683.6,21.338,-0.38,-0.12,51854.5,88.4,88,5.59,202.1,31,34.33,52333.3,0.55,1.46,34017,6.08,0,1.174,8.2,-94.9,29.352,21.729,-14.64016,145.4481,4.7,0,12,757.9
20/3/2024,9:28:49,0,<None>,0.05,0.2,56679.9,21.043,-0.39,-0.12,51850,88.4,88.1,5.59,202.4,30.572,34.33,52328.9,0.55,1.47,34014,5.15,0,1.174,8.2,-94.9,29.353,21.03,-14.64015,145.4481,4.7,0,12,757.9
20/3/2024,9:28:50,0,<None>,0.04,0.17,56675.8,20.741,-0.4,-0.13,51845.1,88.5,88.2,5.6,202.6,30.133,34.32,52324.1,0.56,1.48,34011,3.66,0,1.174,8.2,-94.9,29.355,20.402,-14.64015,145.4481,4.7,0,12,757.9
20/3/2024,9:28:51,0,<None>,0.03,0.12,56668.5,19.24,-0.44,-0.14,51837.1,88.7,88.3,5.61,202.8,27.951,34.32,52316.1,0.42,1.1,34005,2.86,0,1.174,8.2,-94.9,29.356,19.654,-14.64015,145.4481,4.8,0,12,757.8
20/3/2024,9:28:52,0,<None>,0.03,0.11,56659.9,18.806,-0.48,-0.15,51828.2,88.8,88.5,5.62,203,27.322,34.31,52307.3,0.36,0.93,34000,2.04,0,1.174,8.2,-94.9,29.357,19.158,-14.64015,145.4481,4.7,0,12,757.9
20/3/2024,9:28:53,0,<None>,0.03,0.13,56647.3,17.966,-0.52,-0.17,51815.6,89,88.6,5.63,203.2,26.101,34.3,52294.7,0.28,0.7,33992,1.25,0,1.174,8.2,-95,29.358,18.348,-14.64015,145.4481,4.7,0,12,757.9
20/3/2024,9:28:54,0,<None>,0.04,0.14,56632,17.627,-0.53,-0.17,51800.1,89.2,88.9,5.64,203.4,25.608,34.29,52279.2,0.19,0.44,33982,0.97,0,1.174,8.2,-95,29.359,17.421,-14.64014,145.4481,4.6,0,12,757.9
20/3/2024,9:28:55,0,<None>,0.04,0.17,56592.5,16.243,-0.55,-0.18,51761.5,89.4,89.1,5.66,203.6,23.597,34.26,52240.6,0.16,0.36,33956,0.55,0,1.174,8.2,-95.1,29.362,16.688,-14.64014,145.4481,4.8,0,12,758
20/3/2024,9:28:56,0,<None>,0.05,0.18,56528.6,15.711,-0.57,-0.18,51700,89.7,89.3,5.67,203.8,22.823,34.22,52178.8,0.14,0.31,33916,0.5,0,1.174,8.2,-95.1,29.365,16.11,-14.64014,145.4481,4.4,0,12,757.9
20/3/2024,9:28:57,0,<None>,0.05,0.2,56437.7,14.819,-0.57,-0.18,51613,89.9,89.5,5.69,204,21.526,34.15,52091.5,0.13,0.27,33859,0.46,0,1.174,8.2,-95.2,29.368,15.167,-14.64014,145.4481,4.4,0,12,757.9
20/3/2024,9:28:58,0,<None>,0.05,0.21,56353.6,14.331,-0.59,-0.19,51532.8,90.2,89.8,5.71,204.2,20.817,34.09,52010.9,0.12,0.26,33807,0.42,0,1.174,8.2,-95.2,29.372,14.641,-14.64013,145.4481,4.3,0,12,758
20/3/2024,9:28:59,0,<None>,0.05,0.21,56251.4,14.123,-0.59,-0.19,51435.5,90.5,90.1,5.73,204.3,20.513,34.02,51913.2,0.11,0.21,33744,0.41,0,1.174,8.2,-95.3,29.375,13.934,-14.64013,145.4481,4.5,0,12,757.9
20/3/2024,9:29:00,0,<None>,0.05,0.2,56156.3,12.488,-0.58,-0.19,51345.3,90.8,90.5,5.75,204.5,18.138,33.95,51822.5,0.11,0.23,33685,0.39,0,1.174,8.2,-95.3,29.379,12.868,-14.64013,145.4481,4.4,0,12,757.9
20/3/2024,9:29:01,0,<None>,0.06,0.23,56043.6,12.059,-0.59,-0.19,51238,91.1,90.8,5.77,204.7,17.513,33.87,51714.7,0.13,0.29,33615,0.37,0,1.174,8.21,-95.4,29.383,12.437,-14.64013,145.4481,4.6,0,12,757.9
20/3/2024,9:29:02,0,<None>,0.06,0.24,55918.2,11.192,-0.6,-0.19,51118.7,91.5,91.1,5.8,204.9,16.254,33.79,51594.8,0.13,0.27,33537,0.37,0,1.174,8.21,-95.5,29.387,11.553,-14.64013,145.4481,4.6,0,12,758
20/3/2024,9:29:03,0,<None>,0.06,0.23,55788.7,10.888,-0.6,-0.19,50995.8,91.8,91.4,5.82,205.1,15.811,33.69,51471.3,0.14,0.31,33456,0.38,0,1.174,8.21,-95.6,29.392,10.805,-14.64012,145.4481,4.6,0,12,757.9
20/3/2024,9:29:04,0,<None>,0.05,0.19,55631.3,9.622,-0.59,-0.19,50847,92.1,91.7,5.84,205.2,13.972,33.58,51321.6,0.15,0.32,33359,0.38,0,1.174,8.21,-95.7,29.397,10.046,-14.64012,145.4481,4.7,0,12,758
20/3/2024,9:29:05,0,<None>,0.05,0.18,55487.4,8.683,-0.6,-0.19,50711.9,92.4,92,5.87,205.4,12.607,33.48,51185.7,0.14,0.31,33271,0.37,0,1.174,8.21,-95.7,29.4,9.175,-14.64012,145.4481,4.9,0,12,758
20/3/2024,9:29:06,0,<None>,0.04,0.17,55322.2,7.817,-0.6,-0.19,50557.3,92.8,92.4,5.89,205.5,11.349,33.37,51030.1,0.14,0.32,33170,0.38,0,1.174,8.21,-95.8,29.404,8.223,-14.64012,145.4481,4.9,0,12,757.9
20/3/2024,9:29:07,0,<None>,0.04,0.15,55181.3,7.349,-0.6,-0.19,50426.3,96.1,95.7,6.11,205.6,10.669,33.27,50898.1,0.14,0.32,33084,0.37,0,1.174,8.21,-95.9,29.406,7.488,-14.64011,145.4481,5.1,0,12,758
20/3/2024,9:29:08,0,<None>,0.03,0.13,55049.4,7.058,-0.6,-0.19,50304.6,96.3,95.9,6.13,205.7,10.246,33.18,50775.4,0.15,0.34,33004,0.36,0,1.174,8.22,-96,29.407,6.724,-14.64011,145.4481,5.2,0,12,758
20/3/2024,9:29:09,0,<None>,0.03,0.1,54957.7,5.366,-0.6,-0.19,50221,96.7,96.3,6.15,205.8,7.789,33.12,50691,0.13,0.28,32949,0.36,0,1.174,8.22,-96.1,29.407,5.852,-14.64011,145.4481,5.2,0,12,758
20/3/2024,9:29:10,0,<None>,0.02,0.08,54865.1,4.143,-0.6,-0.2,50137.6,96.9,96.5,6.16,206,6.013,33.06,50606.6,0.14,0.31,32894,0.36,0,1.174,8.22,-96.2,29.406,4.59,-14.64011,145.4481,5.4,0,12,757.9
20/3/2024,9:29:11,0,<None>,0.02,0.07,54779.4,3.446,-0.6,-0.2,50064,96.8,96.4,6.16,206.1,5.001,33,50531.8,0.16,0.36,32846,0.36,0,1.174,8.22,-96.2,29.4,3.901,-14.6401,145.4481,5.4,0,12,758
20/3/2024,9:29:12,0,<None>,0.01,0.04,54684,3.256,-0.62,-0.2,49984.7,96.9,96.5,6.17,206.2,4.726,32.95,50450.9,0.16,0.37,32793,0.35,0,1.174,8.22,-96.3,29.393,3.09,-14.64011,145.4481,5.7,0,12,758
20/3/2024,9:29:13,0,<None>,0.01,0.05,54603,1.681,-0.63,-0.2,49916,97,96.6,6.18,206.3,2.44,32.89,50381,0.17,0.39,32748,0.36,0,1.174,8.22,-96.3,29.387,2.223,-14.6401,145.4481,5.8,0,12,757.9
20/3/2024,9:29:14,0,<None>,0.01,0.04,54510.1,0.716,-0.64,-0.21,49837.9,97.1,96.7,6.19,206.4,1.04,32.84,50301.3,0.15,0.35,32696,0.36,0,1.174,8.22,-96.4,29.381,1.15,-14.6401,145.4481,5.9,0,12,758
20/3/2024,9:29:15,0,<None>,0.02,0.07,54444.4,0.082,-0.66,-0.21,49782.8,97.2,96.8,6.2,206.4,0.119,32.8,50245.1,0.17,0.39,32659,0.36,0,1.174,8.22,-96.5,29.375,0.364,-14.6401,145.4481,5.7,0,12,758
20/3/2024,9:29:16,0,<None>,0.01,0.04,54391.4,0.096,-0.68,-0.22,49738.8,97.3,96.9,6.21,206.5,0.139,32.76,50200.2,0.17,0.41,32630,0.35,0,1.174,8.22,-96.5,29.371,0.137,-14.6401,145.4481,5.9,0,12,758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,0.1,0.38,55456.2,14.329,-0.13,-0.04,50735,94.5,94.1,6,189.2,20.811,33.5,51203.1,0.33,0.84,33282,36.12,0,1.174,NA,-96.2,29.348,14.375,-14.6453,145.4453,4.5,0,12.1,758
,,,STANDARD DEVIATION:,0.13,0.53,1010,8.673,0.74,0.25,908.6,3.1,3,0.21,8.3,12.6,0.67,918.6,0.34,0.94,597,132.09,0,0,0.01,0.6,0.059,8.72,0.00006,0.00001,0.3,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17E102873,17E102873,18C105282,23A104152,22L104463,22L104463,18C105282,22M100242,22M100242,22M100242,22J106095,23A104152,18C105282,18C105282,17E102873,17E102873,18C105282,23B100516,23B100516,22J100672,22J106095,22J106095,18C105282,23A104152,22F105968,22F105968,22F105968,22F105968,22F105968,22F105968
Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PE RFU,BGA PE ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
20/3/2024,9:31:39,0,<None>,0.01,0.05,54363.1,0.056,-0.64,-0.21,49613.9,99.2,98.8,6.32,171.8,0.081,32.68,50085.5,0.11,0.22,32556,0.35,0,1.174,8.23,-97,29.472,0.143,-14.6454,145.4453,5.1,0,12.1,757.9
20/3/2024,9:31:40,0,<None>,0.02,0.06,54360.9,0.061,-0.65,-0.21,49614,99.2,98.8,6.32,172.6,0.089,32.68,50085.3,0.1,0.19,32555,0.35,0,1.174,8.23,-97,29.469,0.189,-14.6454,145.4453,5,0,12.1,757.9
20/3/2024,9:31:41,0,<None>,0,0,54360.9,0.068,-0.63,-0.2,49614.9,99.3,98.9,6.33,173.3,0.099,32.68,50086.2,0.1,0.2,32556,0.35,0,1.174,8.23,-97,29.469,0.173,-14.64539,145.4453,5,0,12.1,758
20/3/2024,9:31:42,0,<None>,0.01,0.03,54360.6,0.074,-0.59,-0.19,49615.4,99.3,98.9,6.33,174,0.107,32.68,50086.6,0.09,0.17,32556,0.35,0,1.174,8.23,-97,29.468,0.207,-14.64539,145.4453,5.1,0,12.1,758
20/3/2024,9:31:43,0,<None>,0.01,0.05,54359.4,0.081,-0.59,-0.19,49614.9,99.3,98.9,6.33,174.4,0.118,32.68,50086,0.11,0.22,32556,0.36,0,1.174,8.23,-97,29.467,0.357,-14.64539,145.4453,4.5,0,12.1,758
20/3/2024,9:31:44,0,<None>,0.01,0.04,54353.5,1.645,-0.61,-0.2,49614,99.3,98.9,6.33,175,2.387,32.68,50084.5,0.11,0.21,32555,0.35,0,1.174,8.23,-97,29.462,1.122,-14.64539,145.4453,4.7,0,12.1,757.9
20/3/2024,9:31:45,0,<None>,0.02,0.07,54344.7,3.025,-0.64,-0.21,49614.9,99.3,98.8,6.32,175.6,4.39,32.68,50084.5,0.1,0.2,32555,0.39,0,1.174,8.23,-97,29.453,2.516,-14.64539,145.4453,4.7,0,12.1,758
20/3/2024,9:31:46,0,<None>,0.03,0.1,54335.8,3.835,-0.63,-0.2,49616.1,99.2,98.8,6.32,176.1,5.565,32.68,50084.6,0.08,0.13,32555,0.39,0,1.174,8.23,-97.1,29.443,3.327,-14.64538,145.4453,4.9,0,12.1,757.9
20/3/2024,9:31:47,0,<None>,0.02,0.09,54324.9,4.07,-0.6,-0.2,49617.5,99.2,98.8,6.32,176.6,5.905,32.68,50084.7,0.08,0.14,32555,0.39,0,1.174,8.23,-97.1,29.432,3.992,-14.64538,145.4453,4.6,0,12.1,758
20/3/2024,9:31:48,0,<None>,0.02,0.07,54314.3,4.235,-0.56,-0.18,49619,99.1,98.7,6.32,177.1,6.146,32.68,50085,0.09,0.17,32555,0.39,0,1.174,8.23,-97.1,29.419,4.393,-14.64538,145.4453,4.6,0,12.1,757.9
20/3/2024,9:31:49,0,<None>,0.01,0.02,54300.8,5.511,-0.52,-0.17,49620.9,99.1,98.6,6.32,177.5,7.997,32.68,50085.2,0.09,0.16,32555,0.39,0,1.174,8.23,-97.1,29.407,5.103,-14.64538,145.4453,4.5,0,12.1,758
20/3/2024,9:31:50,0,<None>,0.01,0.02,54287.6,6.711,-0.51,-0.17,49623.7,99,98.6,6.31,177.9,9.737,32.68,50086.4,0.1,0.2,32556,0.4,0,1.174,8.23,-97.1,29.389,6.321,-14.64538,145.4453,4.5,0,12.1,757.9
20/3/2024,9:31:51,0,<None>,0.01,0.03,54271.6,7.156,-0.52,-0.17,49630.9,98.9,98.5,6.31,178.3,10.383,32.68,50091.1,0.1,0.21,32559,0.41,0,1.174,8.23,-97.1,29.37,6.795,-14.64537,145.4453,4.7,0,12.1,758
20/3/2024,9:31:52,0,<None>,0.02,0.08,54260.9,7.668,-0.5,-0.16,49641.3,98.8,98.4,6.3,178.7,11.127,32.69,50099.3,0.11,0.21,32565,0.41,0,1.174,8.23,-97,29.346,7.531,-14.64537,145.4453,4.6,0,12.1,758
20/3/2024,9:31:53,0,<None>,0.02,0.07,54252.4,7.85,-0.48,-0.16,49654.6,98.6,98.2,6.3,179.1,11.39,32.7,50110.3,0.12,0.24,32572,0.41,0,1.174,8.23,-97,29.325,7.887,-14.64537,145.4453,4.8,0,12.1,758
20/3/2024,9:31:54,0,<None>,0.02,0.06,54243.4,7.934,-0.51,-0.16,49667.3,98.5,98.1,6.29,179.3,11.513,32.71,50120.8,0.11,0.22,32578,0.43,0,1.174,8.23,-97,29.306,8.034,-14.64537,145.4453,4.7,0,12.1,758
20/3/2024,9:31:55,0,<None>,0.02,0.08,54237.8,9.157,-0.52,-0.17,49679.8,98.3,97.9,6.28,179.7,13.287,32.71,50131.4,0.11,0.23,32585,0.43,0,1.174,8.23,-97,29.286,8.662,-14.64537,145.4453,4.6,0,12.1,758
20/3/2024,9:31:56,0,<None>,0.02,0.07,54234.3,9.926,-0.54,-0.17,49695.4,98.2,97.8,6.27,180.1,14.404,32.72,50145,0.13,0.28,32594,0.45,0,1.174,8.23,-97,29.27,9.567,-14.64536,145.4453,4.4,0,12.1,758.1
20/3/2024,9:31:57,0,<None>,0.02,0.07,54236.1,10.95,-0.51,-0.16,49709,98,97.6,6.26,180.4,15.89,32.73,50157.4,0.14,0.31,32602,0.46,0,1.174,8.23,-96.9,29.256,10.421,-14.64536,145.4453,4.3,0,12,758
20/3/2024,9:31:58,0,<None>,0.03,0.1,54245.8,12.456,-0.47,-0.15,49728.5,97.8,97.4,6.25,180.7,18.076,32.75,50175.9,0.14,0.31,32614,0.41,0,1.174,8.23,-96.9,29.247,11.722,-14.64536,145.4453,4.5,0,12,758
20/3/2024,9:31:59,0,<None>,0.03,0.11,54276,13.518,-0.45,-0.15,49760.5,97.6,97.2,6.24,181.1,19.617,32.77,50207.6,0.15,0.33,32635,0.4,0,1.174,8.23,-96.9,29.242,13.114,-14.64536,145.4453,4.6,0,12,757.9
20/3/2024,9:32:00,0,<None>,0.03,0.1,54328.9,14.077,-0.43,-0.14,49809.8,97.4,97,6.23,181.4,20.429,32.81,50257.3,0.15,0.35,32667,0.4,0,1.174,8.23,-96.9,29.242,13.714,-14.64535,145.4453,4.5,0,12,758
20/3/2024,9:32:01,0,<None>,0.04,0.14,54408.5,15.504,-0.44,-0.14,49880.1,97.2,96.8,6.21,181.8,22.5,32.86,50328.6,0.16,0.38,32714,0.4,0,1.174,8.23,-96.8,29.245,14.824,-14.64535,145.4453,4.7,0,12,758
20/3/2024,9:32:02,0,<None>,0.04,0.16,54520.2,16.198,-0.44,-0.14,49976.2,97.1,96.7,6.2,182.1,23.509,32.93,50426.3,0.17,0.39,32777,0.41,0,1.174,8.23,-96.8,29.251,15.962,-14.64535,145.4453,4.7,0,12,758
20/3/2024,9:32:03,0,<None>,0.05,0.18,54659.2,16.544,-0.44,-0.14,50094.7,96.9,96.5,6.18,182.4,24.013,33.02,50546.8,0.18,0.42,32855,0.41,0,1.174,8.23,-96.7,29.261,16.795,-14.64535,145.4453,4.5,0,12,758
20/3/2024,9:32:04,0,<None>,0.05,0.21,54828.8,17.5,-0.44,-0.14,50235.3,96.7,96.3,6.17,182.7,25.402,33.12,50690.3,0.19,0.45,32949,0.41,0,1.174,8.23,-96.7,29.274,17.336,-14.64534,145.4453,4.5,0,12,758
20/3/2024,9:32:05,0,<None>,0.06,0.22,54976.1,17.499,-0.41,-0.13,50356.7,96.5,96.1,6.15,183.3,25.402,33.21,50814.4,0.2,0.48,33029,0.4,0,1.174,8.23,-96.6,29.29,17.483,-14.64534,145.4453,4.6,0,12,758
20/3/2024,9:32:06,0,<None>,0.05,0.19,55143.8,17.907,-0.4,-0.13,50495.3,96.3,95.9,6.13,184,25.996,33.32,50955.9,0.2,0.48,33121,0.4,0,1.174,8.23,-96.6,29.303,17.765,-14.64534,145.4453,4.6,0,12,758
20/3/2024,9:32:07,0,<None>,0.05,0.21,55292.1,18.161,-0.4,-0.13,50618.1,96,95.6,6.11,184.6,26.366,33.41,51081.3,0.21,0.5,33203,0.41,0,1.174,8.22,-96.5,29.318,18.245,-14.64534,145.4453,4.7,0,12,758
20/3/2024,9:32:08,0,<None>,0.05,0.2,55463.8,19.755,-0.41,-0.13,50760.5,95.8,95.4,6.09,185.2,28.683,33.51,51226.7,0.21,0.49,33297,0.4,0,1.174,8.22,-96.5,29.33,19.173,-14.64533,145.4453,4.8,0,12,758
20/3/2024,9:32:09,0,<None>,0.06,0.22,55624.7,20.74,-0.44,-0.14,50895.6,95.5,95.2,6.07,185.8,30.115,33.61,51364.5,0.2,0.47,33387,0.41,0,1.174,8.22,-96.4,29.344,20.274,-14.64533,145.4453,4.9,0,12,757.9
20/3/2024,9:32:10,0,<None>,0.06,0.24,55815.8,21.597,-0.46,-0.15,51057.7,95.3,94.9,6.05,186.3,31.362,33.74,51529.5,0.2,0.49,33494,0.43,0,1.174,8.22,-96.3,29.355,21.145,-14.64533,145.4453,4.8,0,12,758
20/3/2024,9:32:11,0,<None>,0.07,0.28,55976,22.029,-0.47,-0.15,51193.7,95,94.6,6.03,186.9,31.993,33.84,51668,0.2,0.49,33584,0.44,0,1.174,8.22,-96.3,29.367,22.069,-14.64533,145.4453,4.8,0,12,758
20/3/2024,9:32:12,0,<None>,0.07,0.26,56137.3,22.247,-0.47,-0.15,51333.6,94.8,94.4,6.01,187.4,32.31,33.94,51810,0.2,0.46,33677,0.46,0,1.174,8.22,-96.2,29.374,22.394,-14.64533,145.4453,4.8,0,12,758
20/3/2024,9:32:13,0,<None>,0.06,0.22,56274.3,22.35,-0.46,-0.15,51455.3,94.5,94.1,5.98,188,32.462,34.03,51933.2,0.19,0.46,33757,0.48,0,1.174,8.22,-96.1,29.376,22.608,-14.64532,145.4453,4.7,0,12,758
20/3/2024,9:32:14,0,<None>,0.05,0.21,56367.8,23.385,-0.44,-0.14,51540.2,94.2,93.8,5.96,188.5,33.968,34.09,52019,0.19,0.45,33812,0.49,0,1.174,8.22,-96.1,29.377,23.103,-14.64532,145.4453,4.8,0,12,758
20/3/2024,9:32:15,0,<None>,0.05,0.18,56446,24.144,-0.44,-0.14,51612.3,93.8,93.5,5.94,189,35.072,34.15,52091.8,0.18,0.43,33860,0.51,0,1.174,8.22,-96,29.376,23.912,-14.64532,145.4453,4.8,0,12,758
20/3/2024,9:32:16,0,<None>,0.05,0.18,56483,24.336,-0.44,-0.14,51647.8,93.5,93.2,5.92,189.5,35.352,34.17,52127.4,0.17,0.38,33883,0.54,0,1.174,8.21,-96,29.375,24.197,-14.64532,145.4453,4.8,0,12,757.9
20/3/2024,9:32:17,0,<None>,0.05,0.18,56518.3,24.562,-0.46,-0.15,51682.1,93.2,92.9,5.9,190,35.681,34.2,52161.8,0.16,0.36,33905,0.56,0,1.174,8.21,-95.9,29.373,24.544,-14.64532,145.4453,4.7,0,12,758
20/3/2024,9:32:18,0,<None>,0.05,0.2,56547.5,24.834,-0.47,-0.15,51710.3,93,92.6,5.88,190.4,36.076,34.22,52190,0.15,0.33,33924,0.59,0,1.174,8.21,-95.9,29.371,25.026,-14.64532,145.4453,4.8,0,12,758
20/3/2024,9:32:19,0,<None>,0.05,0.2,56579.3,25.087,-0.48,-0.15,51741,92.7,92.3,5.87,190.9,36.444,34.24,52220.8,0.13,0.29,33944,0.62,0,1.174,8.21,-95.8,29.37,25.224,-14.64532,145.4453,4.9,0,12,758
20/3/2024,9:32:20,0,<None>,0.05,0.2,56604.8,25.199,-0.49,-0.16,51766.1,92.5,92.1,5.85,191.3,36.609,34.26,52246,0.15,0.32,33960,0.66,0,1.174,8.21,-95.8,29.368,25.519,-14.64531,145.4453,4.8,0,12,758
20/3/2024,9:32:21,0,<None>,0.05,0.21,56628.9,25.297,-0.46,-0.15,51789.8,92.2,91.9,5.84,191.7,36.751,34.28,52269.7,0.16,0.37,33975,0.91,0,1.174,8.21,-95.8,29.366,25.671,-14.64531,145.4453,4.7,0,12,758
20/3/2024,9:32:22,0,<None>,0.06,0.22,56638.1,25.416,-0.4,-0.13,51799,92,91.7,5.82,192.2,36.924,34.29,52278.9,0.17,0.39,33981,3.27,0,1.174,8.21,-95.7,29.366,25.718,-14.64531,145.4453,4.8,0,12,758
20/3/2024,9:32:23,0,<None>,0.09,0.35,56641.8,25.452,0.03,0.02,51802.8,91.8,91.5,5.81,192.6,36.977,34.29,52282.6,0.23,0.55,33984,639.12,0,1.174,8.21,-95.7,29.365,25.746,-14.64531,145.4453,4.7,0,12,758
20/3/2024,9:32:24,0,<None>,0.15,0.59,56642.5,25.521,0.49,0.17,51803.4,91.7,91.3,5.8,192.9,37.076,34.29,52283.3,0.37,0.94,33984,646.3,0,1.174,8.21,-95.6,29.365,25.899,-14.64531,145.4453,4.6,0,12,758
20/3/2024,9:32:25,0,<None>,0.3,1.19,56640.2,25.576,0.82,0.28,51801.4,91.5,91.1,5.79,193.2,37.156,34.29,52281.2,0.66,1.76,33983,333.56,0,1.174,8.21,-95.6,29.365,25.886,-14.64531,145.4453,4.5,0,12,758
20/3/2024,9:32:26,0,<None>,0.36,1.42,56637.8,25.605,0.95,0.32,51799.2,91.4,91,5.78,193.5,37.199,34.29,52279,0.76,2.06,33981,208.84,0,1.174,8.21,-95.6,29.365,25.888,-14.64531,145.4453,4.6,0,12,758
20/3/2024,9:32:27,0,<None>,0.37,1.49,56634.9,25.642,1.09,0.37,51796.3,91.2,90.8,5.77,193.7,37.252,34.28,52276.1,0.79,2.13,33979,190.41,0,1.174,8.21,-95.6,29.365,25.918,-14.6453,145.4453,4.5,0,12.1,758
20/3/2024,9:32:28,0,<None>,0.42,1.66,56631.7,25.669,1.17,0.4,51793.6,91.1,90.7,5.76,194,37.291,34.28,52273.4,0.87,2.34,33978,157.37,0,1.174,8.21,-95.5,29.365,25.94,-14.6453,145.4453,4.5,0,12.1,758
20/3/2024,9:32:29,0,<None>,0.45,1.79,56628.4,25.689,1.21,0.41,51790.3,91,90.6,5.76,194.2,37.32,34.28,52270.1,0.87,2.35,33976,133.35,0,1.174,8.21,-95.5,29.365,25.923,-14.6453,145.4453,4.5,0,12.1,758
20/3/2024,9:32:30,0,<None>,0.5,2.01,56624.4,25.696,1.46,0.49,51786.5,90.9,90.6,5.75,194.3,37.332,34.28,52266.2,1.03,2.8,33973,755.6,0,1.174,8.21,-95.5,29.366,25.787,-14.6453,145.4453,4.4,0,12.1,757.9
20/3/2024,9:32:31,0,<None>,0.52,2.07,56624.4,25.684,1.52,0.51,51786.3,90.9,90.5,5.75,194.5,37.313,34.28,52266.1,1.05,2.86,33973,23.18,0,1.174,8.21,-95.4,29.366,25.492,-14.6453,145.4453,4.5,0,12.1,758
20/3/2024,9:32:32,0,<None>,0.51,2.04,56623.9,24.751,1.49,0.5,51786,90.8,90.4,5.74,194.6,35.958,34.28,52265.8,1.06,2.88,33973,7.87,0,1.174,8.21,-95.4,29.366,24.944,-14.6453,145.4453,4.4,0,12.1,757.9
